,user_id,name,email,address,birth_dt,phone,type,rubro
3441,MLB4403620570,Sra. Ana Sophia Lima,nicolas87@example.org,"Vale Lorena Teixeira
Marieta 2ª Seção
12044512 Fernandes / DF",1938-11-21,+55 (021) 8801-3442,,
3442,MLB4257694390,Luigi Moreira,vianapedro-henrique@example.net,"Passarela Valentina Lopes, 69
Unidas
53739154 Correia dos Dourados / DF",1992-09-22,+55 61 2432-9869,,
3443,MLB10539298670-1,Dra. Helena Pereira,da-cruzcaua@example.com,"Vila Porto
Castanheira
12946-611 Vieira / ES",1977-08-29,+55 (081) 5884 4187,,
3444,MLB6964118460,Dra. Larissa Ferreira,aragaoenrico@example.org,"Praça Theo Silva, 21
Grajaú
53987-737 Costela / GO",2003-04-18,+55 21 4886-7889,,
3445,MLB8346060270,Sarah da Conceição,jlima@example.net,"Vale Correia, 50
Vila Rica
45462856 da Conceição / RJ",1923-04-13,(084) 8533-6885,,
3446,MLB10527955730,Levi Nogueira,lorenzorezende@example.org,"Quadra Isabelly Nunes, 41
Novo Santa Cecilia
51595650 Monteiro / AL",2020-03-10,0300-816-5713,,
3447,MLB4229944030,Calebe Duarte,yda-mota@example.org,"Aeroporto de Porto, 860
Campo Alegre
08880434 Souza / PR",1999-06-10,0300 511 5010,,
3448,MLB41353540120,Kamilly Azevedo,nascimentofernanda@example.net,"Chácara Cauê da Conceição, 24
Floresta
21850350 Jesus do Sul / MS",1936-12-22,+55 84 4421 9111,8.0,7.0
3449,MLB4895622350,Maria Fernanda Barbosa,guilherme74@example.com,"Recanto de Ferreira, 9
Sport Club
17110-652 Fogaça dos Dourados / AC",1971-06-21,+55 84 5650-2229,,
3450,MLB41725534870,Luiza da Paz,ramosluana@example.com,"Área de Silva, 89
Vila Nova Dos Milionarios
38839-328 da Mata da Prata / ES",1958-12-22,(041) 7141 4290,,9.0
3451,MLB6958246420,Ana Clara Aragão,hdias@example.org,"Vereda de Cunha, 85
Tupi A
05002-519 Costela de Rocha / MG",2019-01-24,+55 71 0230 5951,,
3452,MLB410589124890,Bárbara Barros,marinamonteiro@example.net,"Residencial Enrico Ferreira, 33
Esplanada
07608974 Moura / GO",1964-06-16,+55 (031) 9684-4540,9.0,2.0
3453,MLB10535825280,Pedro Henrique Santos,joao-gabriel73@example.com,"Condomínio Bianca Lopes
Barroca
72094354 Cunha Grande / AC",2009-02-09,(021) 5577-0015,,
3454,MLB2717606070-1,Fernanda Silveira,mendesbianca@example.com,"Passarela da Mota, 83
Ipe
21984-749 Correia das Pedras / PB",1969-07-17,(011) 2095 3392,,
3455,MLB10613337310,Murilo Castro,hbarros@example.com,"Viaduto de da Mota
Marilandia
06354994 Costela / GO",1915-07-11,21 5732 9436,,
3456,MLB41228476710,Bianca Peixoto,piresana-clara@example.net,"Estrada Eduardo Monteiro, 171
Vila Vista Alegre
48730-174 Cavalcanti de Teixeira / MT",2019-12-28,0300-875-8699,,3.0
3457,MLB3933539920,Augusto Souza,gvieira@example.org,"Sítio de da Cruz
Buritis
96364-614 Duarte / DF",2022-04-28,+55 (021) 1908 3209,,
3458,MLB10595629390,João Guilherme Jesus,sophie42@example.com,"Feira da Luz
Paulo Vi
37726-069 da Mota / RJ",1920-08-07,21 2757 4652,,
3459,MLB10507167960,Caroline Ribeiro,castropietro@example.com,"Pátio da Cunha, 4
Serra Verde
89748376 Gonçalves da Serra / AC",2011-08-15,+55 (071) 5486-4504,,
3460,MLB410531174810,Renan Jesus,maria-fernanda06@example.net,"Via da Cunha, 79
Granja Werneck
61254-858 Gonçalves das Flores / PE",1918-06-02,(081) 0235 8107,,3.0
3461,MLB410649052800,Anthony Lima,larissa24@example.com,"Lago Marina Jesus, 5
Barro Preto
57634-361 Rezende / CE",1993-01-02,(041) 2192-6240,,6.0
3462,MLB5759235770,Luiz Felipe Duarte,valentina29@example.org,"Trevo de Costa, 5
Silveira
34731-522 Pereira / PI",1953-09-11,+55 81 4666-5270,,
3463,MLB635911140,Ana Julia Dias,xpereira@example.com,"Largo Melissa Ramos, 64
São Pedro
47941336 Almeida do Norte / PA",1917-05-16,+55 (071) 8756 5806,,
3464,MLB7712206720,Kamilly Nunes,fariasnicole@example.com,"Núcleo de Martins, 72
Calafate
83308-183 Castro / MT",1973-11-07,61 2882 7807,,
3465,MLB10495850360,Lucca Novaes,sophieduarte@example.org,"Morro Valentina Carvalho, 63
Zilah Sposito
41047412 Viana Verde / AC",2010-05-11,+55 61 9002 3399,,
3466,MLB10567389600,Sra. Ana Vitória Vieira,cavalcantistephany@example.org,"Sítio Viana, 9
Primeiro De Maio
97603-200 Cavalcanti da Praia / RR",1968-12-09,+55 (084) 5901 7909,,
3467,MLB10011728560,Thales Nogueira,camposarthur@example.org,"Quadra Thales da Costa
Leonina
81481-793 Rodrigues da Praia / BA",1926-06-15,+55 81 9954 6659,,
3468,MLB6050967980,Sra. Alexia Silva,camilada-cruz@example.net,"Avenida de Nogueira, 42
Aguas Claras
94116-546 da Costa de da Mota / ES",1939-11-02,+55 (041) 6084 1546,,
3469,MLB10583780740,Vicente Oliveira,araujobruna@example.com,"Esplanada da Paz, 77
Parque São José
10378648 Fogaça / RR",1977-06-02,+55 41 1988-6619,,
3470,MLB10496465770,Caio Teixeira,claricecorreia@example.net,"Chácara de Souza, 70
Delta
59161-396 Caldeira da Serra / CE",1975-01-01,(051) 4102 7849,,
3471,MLB10404660730,Paulo Jesus,da-cruzana-julia@example.com,"Vale de Souza
Milionario
92496-300 Jesus de Peixoto / RS",1960-05-04,+55 (081) 4081 6550,,
3472,MLB5336896790,Dr. Leonardo Souza,leandro41@example.net,"Largo Eduarda da Luz, 6
Estrela
98308-253 Fernandes / RO",1960-04-13,+55 61 1153 8889,,
3473,MLB1456531140,Valentina Novaes,pedro-miguelmoraes@example.net,"Rua Emanuella Gonçalves, 12
Vila São Rafael
94995-363 Ribeiro / PR",1986-08-11,(071) 5320-4177,,
3474,MLB47503218200,Otávio Vieira,diegofernandes@example.com,"Parque de Ferreira
João Alfredo
02926442 Dias / PR",1969-12-15,(021) 2910 8526,8.0,6.0
3475,MLB10068359330,Laura Almeida,gabrielacardoso@example.org,"Lagoa Teixeira, 65
Guarani
87710-574 Monteiro / PI",1998-07-02,+55 31 0438-0368,,
3476,MLB2071897260,Fernanda Nogueira,caio97@example.net,"Viela Pedro Miguel Ribeiro, 317
Bonsucesso
97602577 Rocha / PB",1958-02-01,81 6576-7304,,
3477,MLB410345171530,Sr. Carlos Eduardo da Mata,marina47@example.org,"Chácara das Neves, 51
Vila Copasa
82105-665 Silveira / AC",1929-08-31,+55 (071) 9126-8974,9.0,9.0
3478,MLB6207925170,Maria Eduarda Pereira,liviasantos@example.org,"Largo Samuel Cardoso, 38
Conjunto Novo Dom Bosco
30628-313 Almeida / AM",1942-05-27,(031) 9667-9989,,
3479,MLB1504672220,Maria Eduarda Melo,yasmin48@example.com,"Jardim Ana Luiza Duarte, 93
Rio Branco
45938-958 Barbosa Paulista / RJ",1935-06-04,+55 61 6490-2294,,
3480,MLB7607880910,Sr. Lucca Moura,lorenzomoura@example.net,"Parque de Silva, 8
Grotinha
74508-745 Fogaça de Carvalho / AL",1983-12-09,51 6913 2876,,
3481,MLB10385526850,Diogo Barbosa,goncalvesmaria-cecilia@example.org,"Lago Enzo Carvalho, 5
Minaslandia
74345-263 Pereira Alegre / RO",1965-03-28,0800-747-1405,,
3482,MLB1679740440,Maria Alice das Neves,pedro79@example.com,"Viaduto de Rezende
Sion
45165863 Nogueira de Minas / CE",1960-11-13,+55 71 6383 6158,,
3483,MLB1179273480,Dr. Emanuel Santos,lorenzocunha@example.org,"Trevo Nunes, 72
Pantanal
18013-601 Costela do Oeste / DF",1982-08-14,+55 (061) 3781-6155,,
3484,MLB7697619050,Evelyn Moura,brunojesus@example.net,"Núcleo Nicole da Rosa, 51
Sion
33436513 Gonçalves do Sul / SE",2009-06-30,(011) 5527 9345,,
3485,MLB1507968000,Bianca Silva,isouza@example.net,"Estrada da Cunha, 59
Vila Suzana Primeira Seção
15817-175 Barbosa / RS",1988-05-31,41 8326 0585,,
3486,MLB7292479790,Dra. Maria Vitória Vieira,gda-mata@example.com,"Conjunto Benjamin Moreira, 23
Sport Club
24292-699 Fernandes / RJ",2013-04-19,(061) 0988-4659,,
3487,MLB1755703540,Maria Luiza Pereira,rduarte@example.net,"Quadra Costela, 8
Nova Gameleira
27134710 Santos Alegre / MG",2014-05-20,+55 (081) 8956 8606,,
3488,MLB10536276050,Dra. Kamilly Barbosa,maiteda-luz@example.net,"Praça da Mota, 11
Conjunto Novo Dom Bosco
16098510 Rodrigues Verde / PI",2002-06-18,+55 (081) 3266 1345,,
3489,MLB42640029480,Lucca Correia,alexandre47@example.org,"Praia Duarte, 672
São Gonçalo
13056-427 Peixoto do Amparo / CE",1965-09-30,+55 61 4495 1427,8.0,2.0
3490,MLB10490279080,Isadora Moraes,alexandre25@example.com,"Chácara Lucas Melo, 28
Vila São Paulo
94406-358 Moraes / ES",1911-12-14,71 0918 0268,,
3491,MLB10615468370,Theo Azevedo,martinspietra@example.net,"Lagoa Davi Gonçalves, 19
Mantiqueira
31646-852 Melo dos Dourados / BA",1944-02-02,51 5069 5376,,
3492,MLB1597867890,Maysa Almeida,nvieira@example.org,"Praça Esther Santos, 14
Casa Branca
57483-657 Azevedo / PE",1978-12-28,0800 960 2415,,
3493,MLB2120866100,Juliana Rodrigues,fernandesfrancisco@example.org,"Alameda Rezende, 16
Tupi A
07926-335 da Conceição / SC",1997-05-31,71 9453-8881,,
3494,MLB2150857150,João Miguel da Rocha,limaana-sophia@example.net,"Área Farias, 25
Vila Olhos D'água
36503772 Rezende de da Mata / AM",2016-11-07,41 9414 4184,,
3495,MLB42562705570,Arthur Duarte,caldeirajoao-gabriel@example.org,"Largo Duarte, 16
Lorena
94554-691 Azevedo / ES",1964-11-10,+55 84 9556-4191,8.0,8.0
3496,MLB10584281370,Pedro Miguel Cunha,marcelada-paz@example.net,"Condomínio Melo, 5
Santo André
80962-877 Silva / SE",1959-02-23,0500 181 8846,,
3497,MLB8035171870,Melissa Porto,alana30@example.net,"Chácara da Cunha, 2
Nossa Senhora Do Rosário
70382-805 Azevedo / AP",1979-10-10,(084) 7464 0321,,
3498,MLB10405074360,Ana Julia Moreira,agathaferreira@example.com,"Vereda Fogaça
Canaa
08189943 Duarte / ES",2013-08-16,+55 (071) 4944 6499,,
3499,MLB6101185340,Dr. Ian Moura,vsilva@example.org,"Praia de Teixeira, 50
Vista Do Sol
83297-704 Pereira de Pinto / MS",1937-02-24,+55 (071) 5897-9508,,
3500,MLB4443462710,Rafael Santos,sarahda-luz@example.net,"Rua Campos, 272
São Vicente
48608-075 Ferreira / GO",1975-04-11,21 4609-9072,,
3501,MLB10544417590,Dra. Lara Correia,cda-costa@example.org,"Área Nina Rodrigues, 54
Vila Piratininga Venda Nova
90453008 Ferreira / PR",2016-08-27,(011) 4193 0228,,
3502,MLB7305725390,Eduarda Aragão,cunhajoao-pedro@example.org,"Pátio Paulo da Cunha, 73
Ermelinda
57738-819 Mendes / RR",2015-03-14,31 5743 1527,,
3503,MLB10598072850-1,Vitória Lima,emillymartins@example.org,"Rodovia de Peixoto, 431
Santo Agostinho
60349-720 Moraes / DF",1985-07-13,+55 (031) 7471 4550,,
3504,MLB3406607440,Esther Sales,gustavo-henrique70@example.com,"Loteamento Milena Sales, 630
Vila Real 1ª Seção
08499018 Freitas Paulista / SC",1977-01-27,(021) 1476-9543,,
3505,MLB3293630130,Nicolas Barros,nicolas67@example.org,"Parque Costela, 8
Etelvina Carneiro
39352-029 da Mata da Serra / PR",1952-01-10,(041) 7039-3163,,
3506,MLB10591053650-1,Gustavo da Cruz,pedro87@example.net,"Fazenda de Moraes, 236
Cenaculo
08529415 Souza do Galho / RN",1949-08-02,81 1142 1201,,
3507,MLB722272670-1,Igor Ramos,igor25@example.com,"Condomínio Rafael Gomes, 3
Nova Granada
61965472 Moraes Grande / PB",1928-06-22,+55 (081) 7975 6507,,
3508,MLB2562130630,Cecília Costela,alexandre38@example.org,"Lagoa Monteiro, 24
Pantanal
86604-637 Silva / PA",1935-01-07,(041) 1372-8883,,
3509,MLB6362154740,Pietra da Rosa,kamilly61@example.com,"Trecho de Moreira
Santa Branca
41164339 Freitas / SC",1935-07-16,(031) 2413 3743,,
3510,MLB410093911730,Enrico Cavalcanti,kda-paz@example.org,"Largo Elisa Moura
Nossa Senhora Da Conceição
75711282 Monteiro / SC",1911-12-17,+55 71 5648 2252,8.0,8.0
3511,MLB8102628880,Vitor Hugo da Mota,yjesus@example.org,"Esplanada Monteiro, 88
Vila Dos Anjos
24319-557 Rodrigues / RN",1935-02-07,0500-797-2112,,
3512,MLB10497635230,Ana Correia,davi-luccacastro@example.org,"Quadra Silveira, 451
Nova Esperança
27825354 Pinto da Mata / AL",1924-06-11,21 5795 4119,,
3513,MLB4370157780,Emanuelly Moraes,ana-beatriz87@example.net,"Praça de Novaes, 72
Vila São João Batista
24879-814 da Mota do Norte / RR",1919-04-15,+55 (041) 5165-2298,,
3514,MLB10097819110,Srta. Bruna Rodrigues,pereirafelipe@example.net,"Lagoa de Cunha, 94
Vila Esplanada
04458947 Porto / PA",1992-04-12,51 3249 8014,,
3515,MLB1755795250,Luiz Otávio Ramos,silveiravinicius@example.org,"Aeroporto Maitê Aragão, 698
Aparecida 7ª Seção
14359801 Rodrigues de Minas / SP",1965-04-02,+55 (071) 1136 8433,,
3516,MLB43966111210,Ian das Neves,ccunha@example.net,"Avenida de Duarte, 91
Taquaril
68239130 da Luz / BA",1953-12-10,+55 61 0656-2587,9.0,5.0
3517,MLB7672621540,Kevin da Paz,peixotodavi-lucas@example.net,"Lagoa Castro, 94
Solar Do Barreiro
78385-296 Nascimento / MA",1993-07-19,21 5671-3666,,
3518,MLB10613031490,Levi Cunha,das-nevesluiz-felipe@example.net,"Fazenda de Gonçalves, 18
Nossa Senhora Aparecida
86268-744 Rezende das Flores / DF",1969-04-11,+55 (051) 7529-5048,,
3519,MLB410210443370,Raul Santos,mouraevelyn@example.org,"Viaduto Benjamin Nascimento, 4
Novo Glória
94925966 Gomes de Correia / RR",2011-09-09,(061) 2883-3437,8.0,3.0
3520,MLB7549673300,Ana Lívia Nascimento,bda-cunha@example.com,"Condomínio de Nogueira, 22
Vila Maloca
36252530 Porto do Campo / PI",1974-12-04,+55 (071) 2547 0721,,
3521,MLB10609725790,Alana Martins,fmendes@example.net,"Vila de Freitas, 24
São Tomaz
80916-097 Oliveira do Amparo / MG",1920-03-10,0900-124-1523,,
3522,MLB42374785090,Alice da Cruz,levi93@example.com,"Colônia de Pereira, 940
Horto Florestal
97476332 Silveira Verde / AM",1946-07-10,+55 (031) 0171 8050,8.0,2.0
3523,MLB10535260290,Emanuella Castro,rochalevi@example.org,"Estação de Moura, 97
Vila Madre Gertrudes 2ª Seção
31783-267 Cardoso Grande / ES",1990-04-23,41 6108 3696,,
3524,MLB41614341910,Pedro Miguel Ferreira,joao-lucascavalcanti@example.org,"Vereda de Nogueira
Vila São João Batista
16992-911 da Luz / MG",1943-04-26,(021) 1387 5325,,6.0
3525,MLB10565453100,Sr. Daniel Dias,maria-clara70@example.com,"Condomínio Sophia Santos, 9
Maria Goretti
28106760 Moraes / RN",1987-11-17,41 8550-1512,,
3526,MLB44944324322,Carolina Correia,bryan70@example.org,"Avenida Jesus
Palmares
01575-962 Lima / MS",1942-07-08,+55 (051) 7231-4284,,6.0
3527,MLB10619325390,Valentina Pires,nogueiraana-julia@example.net,"Trevo de Araújo, 6
Conjunto Serra Verde
76328-133 Moura / SE",1999-06-06,+55 (084) 6502 1351,,
3528,MLB2794998380,Dra. Natália Moraes,alice47@example.org,"Sítio Letícia Silva, 85
Vila Nova Gameleira 2ª Seção
17333-804 Pinto / DF",1995-09-08,(021) 7707-2469,,
3529,MLB7058590980,Ana Júlia da Mata,thomas32@example.org,"Largo de Rezende, 47
Novo São Lucas
58916726 da Costa / RR",1975-06-17,+55 (011) 8593 7752,,
3530,MLB2027268810,Thomas Rezende,thiago14@example.org,"Estrada Pinto, 669
Bernadete
79312600 Costela do Campo / MS",1984-02-15,51 6155 1939,,
3531,MLB6186913810,Camila Farias,vianamariane@example.net,"Largo de Cavalcanti, 23
São Francisco
55749904 Correia / TO",2000-07-20,+55 (021) 1026-7036,,
3532,MLB410644035022,Thomas Cavalcanti,usales@example.com,"Vila de Aragão, 79
Piraja
37960811 Nunes / MA",1984-02-10,51 3854 3635,,3.0
3533,MLB10573441750,Ana Carolina Cardoso,rafaelrocha@example.org,"Aeroporto Beatriz Costela, 5
Calafate
17630194 Ramos / RN",1922-03-01,+55 41 9699-9981,,
3534,MLB1138835480,Lara Barbosa,erick57@example.net,"Jardim Davi Lucca Barros, 72
Estrela Do Oriente
65212-135 Ramos / AC",2008-02-10,(061) 6826 1523,,
3535,MLB2720974620,Srta. Alice Silva,maria-vitoria45@example.com,"Quadra Yuri Nogueira, 17
Vitoria Da Conquista
88878453 da Conceição / AL",1916-03-24,+55 (061) 3618 4188,,
3536,MLB10596352820,Amanda Monteiro,kaique05@example.net,"Núcleo Eduardo Azevedo, 7
Jardim Dos Comerciarios
29570-854 Ramos / MS",1986-05-27,(051) 5629-9640,,
3537,MLB2061751020,Manuela Pinto,da-motaana-clara@example.com,"Rodovia Helena Viana, 59
Pilar
79263983 Barbosa do Sul / PR",1957-12-11,0300 754 1082,,
3538,MLB10480601470,Sr. Rodrigo Azevedo,lucas-gabrielnogueira@example.com,"Estação Benício Ferreira, 88
Floramar
56821-711 Nogueira / SP",1938-03-24,51 7708 2672,,
3539,MLB7041492340,Yuri das Neves,costelaana-julia@example.com,"Campo Mirella Souza
Vila Das Oliveiras
95656544 da Mata / SC",1909-12-05,21 9009 1615,,
3540,MLB7333569850,Sra. Carolina Gonçalves,silveiraana@example.com,"Passarela Esther Gonçalves
Vila São Rafael
56600-922 Lima / SP",1925-12-14,0300-463-6409,,
3541,MLB3530549280,Dr. Luiz Henrique Dias,pcunha@example.org,"Núcleo Ana Beatriz Duarte, 9
Santa Cecilia
54845237 Rodrigues / RS",2015-09-21,+55 (021) 9886-1299,,
3542,MLB10640405770,Thales da Luz,maria-julia30@example.com,"Viaduto Leandro Moraes, 7
Itaipu
28998244 Caldeira / SC",1983-06-27,41 2809-6548,,
3543,MLB3256000850-1,Ian Freitas,pedroduarte@example.net,"Viaduto Alves, 54
Rio Branco
34795-661 Pereira / RR",1976-05-27,(051) 9006 4573,,
3544,MLB46756916540,Luiza da Mata,helena84@example.org,"Núcleo Cardoso, 559
Serrano
39674-199 Rezende do Sul / AL",1931-01-03,11 5671-9504,,4.0
3545,MLB10620094620-1,Raquel da Luz,ribeiroraquel@example.net,"Largo Thales Araújo, 14
Conjunto Jatoba
74490-766 Gomes / BA",1961-06-27,11 4884-1713,,
3546,MLB42053138070,Dr. André Rodrigues,luanacaldeira@example.org,"Núcleo Lima, 86
Itaipu
52495107 Aragão / RS",1923-02-14,+55 81 1098-6346,,9.0
3547,MLB10595835390,Vitor Hugo Fogaça,ana-liviajesus@example.com,"Rodovia de Moraes, 8
Itaipu
79773210 Jesus / RN",1975-05-22,+55 (071) 0692 0468,,
3548,MLB10503815620,Mirella Moura,tbarbosa@example.com,"Praia Juan Moura, 11
São Salvador
51704289 Barbosa / PI",1975-11-12,61 6658 4799,,
3549,MLB10562598730,João Felipe Monteiro,costalucas-gabriel@example.org,"Colônia de Nunes, 50
Conjunto Califórnia Ii
50369-611 Jesus / PR",1998-03-31,(061) 0683 0157,,
3550,MLB2622960740,Marcos Vinicius Silva,vicente99@example.net,"Viela de Viana, 958
Universitário
13373900 Dias de Alves / MT",1973-12-29,84 5346 4327,,
3551,MLB2810404530,Theo Rocha,luiz-henriquenogueira@example.org,"Área de Duarte, 66
Havaí
64700884 Porto / PE",1985-12-28,+55 61 8343 3964,,
3552,MLB45699203950,Marcos Vinicius Caldeira,ocunha@example.net,"Conjunto Fogaça, 90
Minas Brasil
29162-251 Duarte de Gomes / RR",1999-08-02,(041) 1924 9243,8.0,6.0
3553,MLB4816968810,Ana Beatriz da Rosa,marianejesus@example.net,"Avenida da Rosa, 66
Piraja
99617655 Alves de Almeida / DF",1924-07-29,41 5799 4196,,
3554,MLB10579559840,Joaquim Pereira,xrezende@example.org,"Viela Ana Luiza Alves, 727
Alto Dos Pinheiros
32947-727 Cardoso de Cardoso / RR",1920-02-08,11 0440 0853,,
3555,MLB7481144360,Julia Duarte,qaraujo@example.com,"Largo Manuela Cunha, 80
Marajó
82919-533 Ramos Alegre / PB",2013-08-16,(081) 0514 9431,,
3556,MLB8368199590,Henrique Monteiro,lfernandes@example.com,"Lago Yago Aragão
União
84499415 Rezende do Amparo / TO",1995-06-04,0500 294 9990,,
3557,MLB41274240810,André Cavalcanti,vcampos@example.org,"Travessa de Alves, 18
Antonio Ribeiro De Abreu 1ª Seção
70981481 Gonçalves / PI",1979-12-06,(071) 7905 2770,9.0,2.0
3558,MLB1952320340,Davi Porto,vianafelipe@example.org,"Residencial de da Paz, 55
Leonina
72178001 Caldeira / DF",1975-10-21,(084) 0961-3863,,
3559,MLB10602730580,Lara Mendes,mariana12@example.com,"Via Gomes, 89
Vila Madre Gertrudes 4ª Seção
84034303 Mendes Grande / PR",2005-03-28,+55 (081) 4364-3723,,
3560,MLB10649190520,Sr. Felipe da Rosa,alvesjoao-pedro@example.org,"Campo Jesus, 33
Conjunto Califórnia I
91008870 da Conceição Grande / MA",1975-12-24,(071) 9867-8390,,
3561,MLB7873112130,Vicente Gomes,duartelorenzo@example.org,"Loteamento Larissa Rezende, 78
Vila Suzana Segunda Seção
08937-817 da Cunha de das Neves / CE",1993-05-13,51 1065 3658,,
3562,MLB48405193840,Luiz Gustavo Fogaça,fernandesmaria-clara@example.com,"Pátio Rezende
Vila Antena Montanhês
98651424 da Cruz de Duarte / PA",1935-03-03,(031) 9152 6855,8.0,2.0
3563,MLB10527995570,Otávio Monteiro,melobrenda@example.net,"Via de Jesus, 54
Parque São Pedro
19168-959 Silveira / DF",1961-01-05,(041) 6036-5634,,
3564,MLB5147154660,Julia das Neves,anthony47@example.org,"Praia Leonardo Nogueira, 23
Santa Efigênia
28927-112 Gonçalves da Serra / BA",1944-10-03,51 2305 3817,,
3565,MLB4105378040,Luiza Castro,cdias@example.com,"Rodovia Isaac Araújo, 9
Vila Cloris
82093-544 Gomes / DF",1994-11-14,31 2506-5644,,
3566,MLB10598714480-1,Manuela Aragão,ana-vitoria90@example.net,"Rodovia Erick Cardoso
Belmonte
36124843 Gonçalves de Novaes / AM",1939-08-11,61 6666-1066,,
3567,MLB7530878640,Sra. Sabrina Barros,caldeiramurilo@example.net,"Sítio Nascimento, 62
Vila Jardim Leblon
55823-014 Dias da Prata / GO",1983-12-07,(071) 8780-5398,,
3568,MLB10155299870,Emanuel Araújo,luiz-henrique47@example.org,"Favela de Teixeira, 6
São José
74890-110 Cunha do Galho / GO",1935-07-27,+55 21 2358-5594,,
3569,MLB10404533880,Benício Nascimento,xfreitas@example.org,"Lago Pinto, 6
Olhos D'água
92855-430 Lima / PI",2010-04-17,84 8381-7151,,
3570,MLB5856017570,Bruno Gomes,zda-mata@example.org,"Fazenda Monteiro
Baleia
30025766 Mendes do Sul / PB",2022-08-27,+55 (021) 7199 9985,,
3571,MLB7482282300,Sr. Pedro Henrique Farias,lunasilveira@example.org,"Travessa da Costa, 81
Biquinhas
70197-736 Silveira / MT",1940-07-05,+55 (051) 9103 9996,,
3572,MLB4735384670,Valentina Ferreira,fcampos@example.com,"Campo Olivia Nogueira
Mantiqueira
71889379 Carvalho da Mata / RR",1965-07-06,+55 (031) 2925-7879,,
3573,MLB42308122422,Pedro Gonçalves,theoda-rosa@example.net,"Conjunto de da Luz
Santa Cruz
30474177 Pereira / PI",1980-09-11,+55 84 2006-8142,8.0,3.0
3574,MLB349805190,Noah da Mata,joao-felipe38@example.com,"Praça Nascimento, 3
Vila Mantiqueira
36064-248 Farias de da Cruz / AL",2023-08-18,+55 (021) 5657-6823,,
3575,MLB10561765890,Srta. Larissa da Cruz,gfarias@example.org,"Via de Vieira
Ribeiro De Abreu
21838-369 Rezende do Sul / AM",1913-04-11,(011) 9949-8693,,
3576,MLB10551816620,Bernardo Sales,pietrocorreia@example.net,"Avenida Pedro Henrique Nunes, 86
Minaslandia
73754774 Cavalcanti / RJ",2010-06-05,(051) 7362 0762,,
3577,MLB3452835710,Sr. Emanuel Rocha,gnovaes@example.net,"Morro de Silva, 788
Vila Cemig
89624-229 Alves / MG",1967-09-26,(041) 0901-5355,,
3578,MLB10614620380,Srta. Luiza Castro,hmoraes@example.net,"Pátio Enrico Porto, 197
Pompéia
51761-431 Oliveira / AL",1981-03-30,(051) 7989-0481,,
3579,MLB10066768030-1,Bruno da Conceição,leandro86@example.org,"Largo de Nascimento, 19
Santa Terezinha
89988839 Martins de Nogueira / TO",1967-06-05,+55 21 5756 3477,,
3580,MLB7418733640,Dr. Miguel Ribeiro,olivia43@example.com,"Via da Rocha, 5
Confisco
74111-466 Correia Grande / AP",1912-01-31,81 4225 4580,,
3581,MLB10573392020-1,Sra. Bárbara Araújo,varaujo@example.org,"Via de Dias, 76
Leonina
86180475 Castro da Praia / MG",1931-12-06,+55 (041) 8095 2837,,
3582,MLB42567071810,Kaique Caldeira,lucca88@example.net,"Parque de Cardoso, 61
Fernão Dias
89832-850 Caldeira de Oliveira / RR",1996-02-20,+55 (011) 5335-3344,9.0,6.0
3583,MLB6308830780,Maysa Gonçalves,enzoalmeida@example.org,"Jardim Nicole Costa, 7
Tirol
11265-088 Nascimento do Norte / PB",2005-05-21,+55 41 1898-5823,,
3584,MLB43920377840,Maria Cecília Dias,qda-costa@example.org,"Passarela Fogaça, 188
Dom Joaquim
21698143 Jesus / AP",1916-10-16,0800-984-7561,,7.0
3585,MLB2658576470-1,Kamilly da Cruz,sophiamoura@example.net,"Condomínio Pereira, 11
Miramar
46190-960 Pinto da Prata / RS",2004-06-18,+55 21 9709-9470,,
3586,MLB2946416510,Brenda Carvalho,rafaeladuarte@example.com,"Condomínio Luigi Gonçalves, 35
Vila Suzana Primeira Seção
21780-678 da Costa / SE",2004-06-28,0300-843-1196,,
3587,MLB2046591530,Bianca Porto,jcorreia@example.net,"Conjunto Ribeiro, 15
Maria Virgínia
53911-693 Lima / RS",1995-07-16,+55 81 6659-4147,,
3588,MLB10514306920,Srta. Valentina Nunes,bdas-neves@example.org,"Vereda de Viana, 61
Vila Oeste
59204278 Cavalcanti / PA",1967-03-31,0900-436-0293,,
3589,MLB376964080,Maria Luiza Ferreira,kpinto@example.net,"Vila Maria Vitória Peixoto, 17
Betânia
80704564 da Mata / RO",1978-05-03,84 2480-0662,,
3590,MLB340605510,Pedro Henrique Carvalho,pedro-henrique49@example.org,"Travessa Vieira, 12
Cidade Jardim Taquaril
38048365 Pereira de Caldeira / MT",2013-07-29,11 2880 9577,,
3591,MLB2114791110,Catarina Peixoto,miguel28@example.net,"Viaduto Davi Lucas Gomes, 3
Pousada Santo Antonio
78124759 Almeida de Minas / GO",2006-03-19,0300-792-3103,,
3592,MLB5892471710,Sr. Yago Gomes,mariane07@example.org,"Residencial João Miguel da Mota, 990
Fernão Dias
80938252 Barros / PA",1934-03-23,+55 84 4937 0871,,
3593,MLB10654476770,Sr. Renan Nunes,castrobreno@example.net,"Chácara Levi Fernandes, 793
Taquaril
09308-731 da Luz da Mata / MG",2000-01-14,+55 51 2468 3356,,
3594,MLB8197460730,Lorenzo Nunes,bcastro@example.com,"Praça Maria Clara Nunes, 2
Esperança
07447202 Dias / PI",1966-12-10,84 7840-4599,,
